reviewId,content,score,at,replyContent
50fc3a6b-53cc-40f9-8c7a-1bee58ae6299,최악.. 괜히 투자했다가 sp500만 사도 수익인걸 그린라이트는 -30 -40되는걸 손절치는... 모든 투자 통틀어 최악의 경험 하고 갑니다,1,2021-06-03 22:54:02,"안녕하세요. lee Ck님, 불릴레오입니다. 우선 서비스 이용에 만족을 드리지 못한 점 대단히 죄송합니다. 다만 각 시나리오들은 투자전략과 리스크 관리를 위한 세부 알고리즘에 차이가 있으며 불릴레오에서는 자산 배분 외에도 투자 전략의 배분을 통해 총 자산의 변동성을 낮추실 것을 권장 드리고 있습니다. 총 자산 중 위험 자산 및 공격성이 높은 특정 시나리오의 비중이 높을 경우 투자 기간 중 변동성이 커질 수 있고 이는 감내 가능한 손실 및 자산 가치 변동 범위를 초과할 개연성이 높기 때문입니다. 불릴레오에서는 보다 고객님의 투자성향에 적합한 서비스를 이용하실 수 있도록 노력하겠습니다. 감사합니다. 팀 불릴레오 드림."
ad73bfec-038d-4225-83b4-9dfc211edfe9,전문가가 투자해주는게맞나요? 자산관리자 정보는없나요? 매도매수타이밍이 너무 생각과반대로 가는것같아요. 러시아사태를 감안해도 투자방식이 이해가안가네요. 리밸런싱하고나면 기술주대첩인데왜 채권만사나요 종목에 기술주없는건 뭐죠,1,2022-05-29 18:08:17,"안녕하세요. 4 AM님, 불릴레오입니다. 우선 서비스 이용에 만족을 드리지 못한 점 대단히 죄송합니다. 다만 불릴레오의 각 시나리오들은 투자전략과 리스크 관리를 위한 세부 알고리즘에 차이가 있으며 불릴레오는 사전에 설계한 알고리즘을 토대로 성과 검증을 통한 목표 성과에 도달하기 위해 최선을 다하고 있습니다. 이용 중 궁금하신 점은 불릴레오 앱 내 문의하기를 통해 말씀 주시면 자세한 안내 도와드리겠습니다. 감사합니다. 팀 불릴레오 드림."
3ff0888a-1f85-4a13-a29c-aa8ed860a9c1,파운트와 비교해볼라고 설치했는데 투자원금이 500만원부터 시작이라 부담되어 삭제하였습니다. 처음부터 너무 쎈거 같아요. 십만원 단위로 잘 불리나 보고 더 들어갈지 뺄지 결정하려고 했거든요.,1,2021-02-23 18:08:11,"안녕하세요. 안알려줌님, 불릴레오입니다. 불릴레오는 다양한 시나리오를 제공해드리고 있으며 최소 투자금액은 시나리오별로 약간씩 상이한 점 안내드립니다. 향후 보다 다양한 상품 출시를 통해 서비스 사용이 용이하도록 개선해 나가겠습니다. 궁금하신 점은 앱 내 문의하기 및 support@boolileo.com을 통해 말씀주시면 1영업일 내외로 안내 도와드리겠습니다. 감사합니다. 팀 불릴레오 드림."
c00eaee0-666e-4c03-9b33-707cf289db22,"수익률, 안정성 , 편의성 에임>>>>>>>>>>>>>불릴레오=손투자 입니다 그린라이트 100만원 날아가고 다른건 막10퍼였다가 며칠지나면 마이너스.. 걍 유망한 etf 몇개 골라서 가지고있는게 나을거같아요 에임으로번거 불릴로 까먹었습니다^^",1,2021-06-12 19:54:26,"안녕하세요. Egoist님, 불릴레오입니다. 우선 서비스 이용에 만족을 드리지 못한 점 대단히 죄송합니다. 다만 각 시나리오들은 투자전략과 리스크 관리를 위한 세부 알고리즘에 차이가 있으며 불릴레오에서는 자산 배분 외에도 투자 전략의 배분을 통해 총 자산의 변동성을 낮추실 것을 권장 드리고 있습니다. 총 자산 중 위험 자산 및 공격성이 높은 특정 시나리오의 비중이 높을 경우 투자 기간 중 변동성이 커질 수 있고 이는 감내 가능한 손실 및 자산 가치 변동 범위를 초과할 개연성이 높기 때문입니다. 불릴레오에서는 보다 고객님의 투자성향에 적합한 서비스를 이용하실 수 있도록 노력하겠습니다. 감사합니다. 팀 불릴레오 드림."
e2302b7d-78b6-4c78-92fd-58370433d07b,앱을켜자마자 3초만에 꺼집니다 갤럭시s10e인데 왜이러죵,1,2020-10-06 22:24:13,안녕하세요. 윤준호님 불릴레오입니다. 어플리케이션의 종료 현상은 원인이 다양할 수 있습니다. 우선적으로 삭제 후 재설치를 권해드리며 해당 현상 지속 시 support@boolileo.com으로 문의주시면 질의응답을 통해 원인 파악 후 조치를 도와드리겠습니다. 이용에 불편을 드려 죄송합니다. 감사합니다. 팀 불릴레오 드림.
c1fc4d80-524f-44c7-93ce-09279d97210d,앱이 열리지 않고 로딩화면에서 멈추네요.,1,2020-05-11 08:37:24,안녕하세요. Rich Lim님 불릴레오 입니다. 우선 이용에 불편을 드려 죄송합니다. 해당 오류는 유관부서에서 최대한 신속하게 개선조치를 진행할 예정입니다. 이 외 문의사항은 support@boolileo.com로 보내주시면 안내 도와드리도록 하겠습니다. 감사합니다. 팀 불릴레오 드림.
1a85aed8-3a4a-4808-9993-58c6527ef26b,가입뿐 아니라 계좌개설까지 해야함. 20일 제한때문에 힘들어서 포기,1,2022-02-05 17:09:22,"안녕하세요. YONGJUN RYU님, 불릴레오입니다. 금융당국에서 대포통장 방지 등을 위해 단기간 내 다수의 계좌 개설을 금지하고 있는 점 양해 부탁드립니다. 보다 나은 서비를 제공드릴 수 있도록 노력하겠습니다. 감사합니다. 팀 불릴레오 드림."
2110bc79-78dc-43a4-8d71-b449ce63171a,이더 깔지 마세요. 이거 로그인 정보를 어디 경제 연구소라는 곳으로 다 뿌리는 앱같습니다. 이거 깔았다가 지우고 나서 무슨 무슨 경제 연구소라면서 스팸전화가 제 이름까지 알고 하루에도 몇통씩옵니다.,1,2020-09-03 21:43:48,"안녕하세요. 불릴레오입니다. 저희는고객 정보를 암호화하여 관리하고 있으며, 고객 정보를 판매하지 않습니다. 적시한 내용은 허위 사실로 구글 댓글 게시 정책에 위배되 신고하겠습니다. 저희 앱을 설치하신 시점과 스팸 전화를 받기 시작한 시점이 유사하여 오해를 하실 수는 있으나 명백한 허위사실이라는 점 다시 한번 말씀드립니다."
4aee1276-5a7c-460a-a100-f483937261c8,업데이트후 생체인식 기능이 안됩니다.,1,2021-02-04 00:30:02,"안녕하세요. NEURO LIM님, 불릴레오입니다. 우선 이용에 불편을 드려 죄송합니다. 생체 인증 기능과 관련하여 개선 조치가 반영된 업데이트 버전을 배포하였습니다. 최신 버전으로 업데이트 후 사용해보실 것을 권해드립니다. 다시 한 번 이용에 불편을 드려 죄송하며 보다 나은 서비스 제공을 위해 노력하겠습니다. 감사합니다. 팀 불릴레오 드림."
d77abf7a-fb09-4656-88f1-5cc46464fdcf,추천인등록이안되네요 추천인등록만20분시도하다 삭제합니다...,1,2020-05-30 14:23:01,안녕하세요. 복순이 님 불릴레오 입니다. 앱 이용에 불편을 드려서 죄송합니다. 계좌개설 후 원하는 추천인 코드를 저희쪽으로 보내주시며 바로 반영될 수 있도록 도와드리겠습니다. support@boolileo.com 으로 말씀 부탁드립니다. 감사합니다. 팀 불릴레오 드림.
3beca3ab-e1c6-44a8-899a-4da182cba9ed,수익률 실화인가요; 수수료만 높고 그냥 ETF 사는게 나을듯...,1,2020-07-02 00:02:25,안녕하세요. 임희철님 불릴레오입니다. 불릴레오는 시나리오별 투자전략마다 각각의 방식으로 리스크관리와 수익을 추구하도록 짜여져 있으며 적용되는 알고리즘도 모두 다르게 설정되어 있습니다. 서비스 이용에 만족을 드리지 못해 죄송하며 한 가지 전략으로 시장에 대응하는 것보다는 다양한 전략을 배분하여 포트폴리오를 구성하는 것을 권해드립니다. 향후 고객님들의 성향에 더욱 부합하는 포트폴리오를 제공할 수 있도록 노력하는 불릴레오가 되겠습니다. 감사합니다. 팀 불릴레오 드림.
7f4f1e49-f7fe-407d-bf68-967dd908380e,어느샌가부터 앱이 안켜져요;;;;;,1,2020-05-11 17:42:19,안녕하세요. King Quantum님 불릴레오 입니다. 우선 이용에 불편을 드려 죄송합니다. 해당 오류는 유관부서에서 최대한 신속하게 개선조치를 진행할 예정입니다. 이 외 추가적인 문의사항 및 불편사항은 support@boolileo.com로 보내주시면 안내 도와드리도록 하겠습니다. 감사합니다. 팀 불릴레오 드림.
1cb62e4b-7280-4930-8aa3-f66e030fd793,돈많은사람만오라는거에요... 팬분들이라도돈없으면오지마라 는거죠,1,2020-08-22 12:13:56,안녕하세요. JeongHyeon Son님 불릴레오입니다. 각 시나리오의 최소 투자금액 요건에 관한 피드백인 것으로 사료됩니다. 최소 투자금액은 시나리오의 포트폴리오가 구현될 수 있는 최소 금액으로 투자전략에 따라 매수해야하는 ETF들의 가격들을 고려하여 결정되고 있습니다. 불릴레오는 신규 시나리오를 꾸준히 출시할 계획이며 최소 투자금액을 더욱 낮추면서도 효율적인 투자가 가능하도록 시나리오 개발에 힘쓰고 있습니다. 불쾌감을 드렸다면 죄송하며 향후 더욱 다양한 시나리오 라인업을 구축하여 금전적 부담감을 덜어드릴 수 있도록 노력하겠습니다. 다시 한 번 죄송합니다. 팀 불릴레오 드림.
400fe669-fd8e-4a3e-b3e5-53b62ab3872d,로그인하려하니 카카오로 시작해야하네요. 카카오를 안 쓰는 사람은 가입 못하나요? 구글계정으로 또는 다른 계정으로 시작하면 안되나요?,1,2020-02-17 11:20:46,"안녕하세요, 누리동아 님. 불릴레오 입니다. 먼저 이용에 불편을 드려 죄송합니다. 현재는 카카오톡만을 이용하여 계정 가입이 이루어지고 있습니다. 구글계정 혹은 다른 계정을 이용한 로그인에 대한 건의사항은 유관부서에 전달하도록 하겠습니다. 소중한 의견 감사드립니다. 감사합니다. 팀 불릴레오 드림."
c7c7fb8d-ab2f-4d55-be1e-cea67b9214d3,앱에 악의적인 패킷캡쳐가 포함되어 있다고하네요. 사용자들 주의하세요,1,2020-09-05 06:26:22,"안녕하세요. 불릴레오입니다. 확인하신 방법을 말씀해주시기 바랍니다. 백신 프로그램 마다 악성 소프트웨어로 오인하는 경우가 있기 때문에 기재해주신 내용은 심각한 명예훼손으로 보고 있습니다. 해당 내용에 대해서 저희도 확인할 예정이니,  support@boolileo.com 로 연락 부탁드립니다. 연락이 닿지 않으면, 우선 법적 절차를 통해 사실 관계를 파악하겠습니다."
630ab4fb-1709-4bdb-95b3-0d6ae84bdf49,실험삼아 넣은돈 -20프로 되도 세워놓은 전략은 전시용일뿐인 개인 맞춤형아닌 자산배분 프로그램. 별한개도 아까움 자산을 맡기기전에 해당 상품의 시장상황을 보고 들어가지 않으면 큰 손실보게됨 먼저들어가 수익난 사람들이 손실구간 들어가지 않으면 전략도 안바뀌는 어이없는 맹점에 크게 실망합니다 리밸런싱은 바닥에서 하나요? 불릴레오 얼마전 알림이에도 내계좌는 원금에 비해 -10프로상황인데도 상품초기에 초과수익달성한게 있으니 아직은 리밸런싱 시기 아니다? 이런 안내를 띄는것을 보고 이건 중간에 투자 들어 온 이는 초과손실이 나도 이들이보는 관리지표는 상품 초기투자사람들 기준이구나 이사람들 익절이야기하는데 난 손실이 큰 상황,1,2021-03-05 09:38:11,"안녕하세요. syseop님, 불릴레오입니다. 우선 서비스 이용에 만족을 드리지 못한 점 죄송합니다. 고객님께서 주신 의견은 보다 나은 서비스 개발 및 제공을 위해 전사에 공유하였으며 임직원 모두 불릴레오 서비스의 미흡한 부분들에 대하여 깊이 반성하고 있습니다. 더불어 모든 고객님들께 균일한 투자 여정을 제공해 드릴 수 있도록 기술 개발에 힘쓰고자 합니다. 고객님의 소중한 의견 꼭 반영하여 향후 개선된 서비스를 통해 보답드릴 수 있도록 노력하겠습니다. 실망을 안겨 드리게 되어 다시 한 번 죄송합니다. 감사합니다. 팀 불릴레오 드림."
ee363cd3-d5ed-483e-9d77-76d58c58e62d,같은기간 나스닥 10%오르는동안 마이너스 나오는 이상한리밸런싱투자 snp500아무주식이나 사도 오를건데 뭐에투자하는지참 역시 한국증권가사람을 믿고 투자한 내가바보,1,2020-07-07 08:51:37,안녕하세요. 김진성님 불릴레오입니다. 불릴레오는 시나리오별 투자전략마다 각각의 방식으로 리스크관리와 수익을 추구하도록 짜여져 있으며 적용되는 알고리즘도 모두 다르게 설정되어 있습니다. 서비스 이용에 만족을 드리지 못해 죄송하며 향후 고객님들의 성향에 더욱 부합하는 포트폴리오를 제공할 수 있도록 노력하는 불릴레오가 되겠습니다. 감사합니다. 팀 불릴레오 드림.
4047f399-2654-4872-ac0e-20314698ac72,계속 다운로드가 안되네요,1,2020-03-07 09:06:05,안녕하세요! 현재 저희 앱만 다운로드되지 않는 상황이신가요? 문제를 해결하기 위해서는 좀 더 구체적인 확인이 필요해보입니다. support@boolileo.com으로 겪고 있는 상황을 스크린샷으로 보내주시면 해결방법을 말씀드리겠습니다. 이용에 불편을 드려서 죄송합니다.
d6acc0d8-7558-4f9e-acd6-201557c0dc21,고객센터가 없나요? 입금확인이 안되느네 어디에 문의해야하죠?,1,2020-01-17 09:53:28,"안녕하세요, Joongmin Son 님. 불릴레오 입니다. 이용에 불편을 드려서 죄송합니다. 앱 내의 FAQ 항목 문의하기를 통해서 소통하실 수 있습니다. 현재는 증권사 영업일 오전 10시에서 오후 10시에 1시간내로 반영되고 있습니다. 계속 개선해 나가겠습니다. 감사합니다. 팀 불릴레오 드림."
3f4a4c86-c160-4980-8d07-ca7696f3a35c,이런 앱이 왜 있는지 존재이유를 모르겠어서 그냥 삭제했어요,1,2021-03-27 16:35:41,"안녕하세요. 에릭R님, 불릴레오입니다. 불릴레오는 해외 ETF를 기반으로 한 EMP 서비스를 제공해 드리고 있습니다. 각각의 투자 시나리오를 알고리즘으로 구현하여 고객님의 자산을 관리해 드리며 자산배분 전략을 통해 투자 시점의 고민은 덜어드리고 다양한 자산의 보유를 통한 수익률 증대를 목적으로 하고 있습니다. 보다 서비스의 핵심 가치가 잘 전달될 수 있도록 노력하겠습니다. 자세한 문의는 불릴레오 앱 내 문의하기 및 support@boolileo.com으로 문의주시면 자세한 안내 도와드리겠습니다. 감사합니다. 팀 불릴레오 드림."
86ce8afa-2a0e-42d8-bb3f-a935bcda5f24,최소투자금액이 너무 높음,1,2021-03-12 14:35:53,"안녕하세요. Perry Kimberly님, 불릴레오입니다. 우선 최소 투자금액으로 하여 불쾌감을 드렸다면 죄송합니다. 다만 최소 투자금액은 시나리오의 포트폴리오가 구현될 수 있는 최소 금액으로 투자전략에 따라 매수 해야하는 ETF들의 가격들을 고려하여 결정되고 있습니다. 불릴레오는 신규 시나리오를 꾸준히 출시할 계획이며 최소 투자금액을 더욱 낮추면서도 효율적인 투자가 가능하도록 시나리오 개발에 힘쓰고 있습니다. 보다 다양한 상품 라인업을 통해 접근성이 용이하도록 개선해 나가겠습니다. 다시 한 번 죄송합니다. 팀 불릴레오 드림."
d1987ec1-da24-48dc-9f65-e99cf024635b,탈퇴하기가없노,1,2021-02-24 09:21:24,"안녕하세요. 댠마미님, 불릴레오입니다. 우선 이용에 불편을 드려 죄송합니다. 향후 업데이트를 통해 기능들을 추가하고 보다 이용하시기에 편리하도록 개선해 나가도록 하겠습니다. 이용 중 궁금하신 점은 언제든지 문의하기혹은 support@boolileo.com을 통해 말씀주시면 1영업일 내외로 안내 도와드리겠습니다. 감사합니다. 팀 불릴레오 드림."
27b37a37-779a-4a2a-8093-a19d6d97a5bd,에휴,1,2020-01-10 01:41:52,"안녕하세요,  개꿀밥한공기뚝딱 님. 불릴레오 입니다. 후기 감사드립니다. 구체적으로 불편하신 내용 피드백 주신다면 꼭 반영하여 서비스를 개선하도록 하겠습니다. 의견 부탁드리겠습니다. 감사합니다. 팀 불릴레오 드림."
