reviewId,content,score,at,replyContent
aa40f3d2-2d02-4ada-9869-952de8b4b68d,시장상황에 따라 마이너스인건 이해가 가지만 마이너스를 기록하는 펀드들보다 수익률이 더 안좋음. 그렇다고 시장상황이 좋을 때 수익률이 더 좋은 것도 아님. 부가서비스 괜찮고 다양한 투자 가능한건 좋음 근데 가장 중요한 수익률이 안좋음. 고기집 갔는데 서비스나 매장 상태는 좋은데 고기맛이 없는 거랑 비슷함. 그냥 개인 체험임 참고하세요.,1,2022-05-09 17:52:58,"안녕하세요, 핀트 입니다. 핀트서비스를 믿고 투자해 주셨는데 수익률이 좋지 않아 안타까운 마음입니다. 스태그플레이션 우려와 우크라이나 전쟁 등의 여파로 주요 증시가 크게 하락하였습니다. 변동성 장세가 이어지고 있으며 투자는 시장을 추종하여 증시의 등락에서 크게 벗어나기는 어려워 핀트의 수익률도 좋지 못 한 상황입니다. 다만, 글로벌 자산배분을 추구하고 있는 핀트는 최대한 방어적 운용을 하여 주요지수 하락(연초대비 S&P500 -12%, 나스닥 -20%) 대비 방어를 하면서 운용되고 있습니다. 손실로 인한 불안감과 걱정은 있으시겠지만 조금 더 긴 안목으로 함께해 주시기 바라겠습니다. 감사합니다."
fdb09408-a53e-4b12-9af8-30ec877adb9e,"사용한지 이제 2주 정도 되어가네요. 꾸준히 사용하며 적금보다는 많은 수익률을 안정감있게 내는 것이 목표입니다. 수익률이 아직 높진 않지만 지켜보고싶어요. - 사용한지 이제 726일째네요. 2년 쯤 됐다고 쳐도 될 것 같습니다. 아무래도 경기 침체 시기이다보니 수익률이 마이너스로 떨어지긴했지만, 제가 운이 좋은건지 아직 -1%미만이네요. 이정도의 손해만 되어도 사회초년생인 저에겐 제법 큰 손실처럼 느껴지지만 첫 직장 다니는 동안 함께해줘서 감사합니다. 투자 중지 여부는 다음달 말에 결정하려고요.",4,2022-06-03 08:13:20,"안녕하세요, 핀트 입니다. 핀트서비스를 믿고 긴시간 투자해 주셨는데 수익률이 좋지 않아 안타까운 마음입니다. 연초이후 주요 증시가 크게 하락하여 핀트의 투자 수익도 좋지 못 한 상황입니다. 중국의 코로나 봉쇄로 인한 공급망 이슈 및 러시아-우크라이나 전쟁의 글로벌 악재가 장기화 되고 있으며, 경기 침체에 대한 우려가 해소되지 못하면서 증시 환경이 우호적이지 못합니다. 글로벌 자산배분을 추구하고 있는 핀트는 최대한 방어적 운용을 하여 주요지수 하락 대비 상대적으로 하락률이 적은 상태로 운용되고 있습니다. 원금 손실로 인한 불안과 걱정이 크시겠지만 핀트의 운용에 동의 되신다면 조금만 더 믿고 지켜봐 주시길 바라겠습니다."
ef4c6183-0ffa-4a27-bef7-a6c4e431fb67,520일 좀 넘게 사용했는데 결국 마이너스로 손절했네요 경기가 좋을때나 평탄할때는 수익률이 오르기는 하는데 많이는 아닙니다 정말로 공든탑 쌓듯이 꾸준히 오르기는 하는데 이전에 수익금이 한방에 반토막이 되더니 이번에는 마이너스 되려하길래 그냥 해지했는데 마지막이라고 거하게 빠져서 결국 손실났네요..,1,2022-05-12 09:31:48,"안녕하세요, 핀트 입니다. 핀트 투자는 글로벌 자산배분을 추구하며, 고른 자산군의 ETF에 분산투자 하고 있습니다. 투자 과정은 시장 추종이 기본이 되기에, 증시의 등락에서 크게 벗어나기 어려운데요. 올해 연준 금리인상, 러시아 전쟁 등 주요 증시가 크게 하락 하였으며, 시장을 추종하는 핀트 투자 역시 이러한 영향에서 완전히 벗어나긴 어려우나 포트폴리오 구성의 안정성에 최대한 집중하며 데이터를 통해 마켓타이밍과 종목에 대한 선택과 집중을 동적으로 대응하여 시장 상황에 맞게 자산 재조정을 해 나아가고 있습니다. 이에 시장의 하락대비 방어를 하면서 운용되고 있으며, 핀트 투자를 통해 다시 만나뵙길 바라겠습니다. 감사합니다."
8d031187-6e9d-42be-8dee-778bd63f1575,"주식도 조금 따로 하고 있지만, 수익이 난 적은 없어요... 핀트는 중장기투자를 전문적으로 해서 그런지 시작한 이후로 마이너스 된 적이 없네요... 안정적이고 좋은 것 같아요... 소액 자동투자는 정말 편하고 좋습니다... 신경 안써도 되고 최소 원금 저축 이상의 실적이 나오네요",5,2022-04-04 13:10:44,"안녕하세요, 핀트 입니다. 저희 핀트 서비스를 관심 가져주시고 좋은 리뷰 및 별점 남겨주셔서 감사드립니다. 핀트 투자는 직접 투자 시 느낄 수 있는 여러 허들(물리적, 심리적 제약) 없이 투자에 대해 모르는 고객들도 손쉽게 글로벌 분산투자를 할 수 있도록 돕고 있는데요, 핀트 AI에 의해 고객별 투자성향에 따른 맞춤형 포트폴리오를 제공하고 자산재조정(리밸런싱)도 자동으로 진행되어 신경쓰거나 관리할 필요가 없다는 장점이 있습니다. 앞으로 핀트와 함께 성공투자 이어나가시길 바라겠습니다. 감사합니다."
b3b7ff8b-fca8-4421-96c0-e1eb18fae499,1년 넘게 써본 결과 운용 성과 나쁘지도 않지만 그다지 뛰어나지 않음. 굳이 수수료 내면서 맡길 필요 없다고 판단. 기존에 KB증권 계좌 있어도 새로 만들어야해서 번거로움. 그리고 핀트랑 관계 없는 KB증권 계좌에 돈 넣어도 핀트계좌에 입금됐다고 알림 뜸. 핀트랑 연동 안 된 KB증권 계좌 정보도 다 가져가는 것으로 추정. 찝찝함. 안내문자 올 때 똑같은 내용이 2~3번 옴. 고객정보 제대로 관리하고 있는 건지 의심. 해지하는 데 시간이 오래 걸리고 연동된 KB증권 계좌도 내가 알아서 해지해야함. 번거로움. 며칠 전에 전체출금 신청했는데 오늘 다시 보니까 계약 해지 신청을 따로 해야하는 것 같음. 절차가 어떻게 되는 건지 헷갈림. 고객센터 텍스트 입력 시스템에 문제 있어 보임. 글자 입력 이상하게 됨. 특히 글 써놓고 앞에 내용 추가할 때 글자가 제대로 입력이 안 됨.,1,2022-01-27 19:27:38,"안녕하세요, 핀트 입니다. 1)기존 증권사 보유 계좌는 일임계약 진행이 불가하여 핀트 운용을 위해서는 새로운 계좌 개설이 필요합니다. 핀트 일임계약된 계좌에 입금되는 경우만 알람이 발생하며 일반 KB증권 계좌 입금에 대해 알림이 발송 되지는 않는데요. 알림받으신 계좌의 일임계약 여부 확인이 필요하오니 핀트 고객센터(1644-8880)로 연락 주시기 바랍니다. 3) 해지 시 보유종목 청산 및 결제 등에 일정 시간이 소요되며, 원화투자는 최대 4영업일, 달러투자는 최대 6영업일 소요될 수 있습니다.4)전체출금은 운용을 잠시 중지하는 기능으로 일임계약을 해지하는 계약해지는 별도로 필요합니다.5)문의 입력은 점검해 보겠습니다."
e02cd5f9-2b04-46c8-9231-6235d9c1e4ff,몇번삭제했다가 다시재설치해도 전화번호가 있는 기기만 가능하다고 전화권한허용을 누르거나 유심을 사용하라고 하는데 다 되어있는데 시작 안되요,1,2022-03-30 14:05:34,안녕하세요. 핀트 입니다. 고객님 남겨주신 내용만으로는 정확한 원인파악 및 조치방법의 안내가 어려운데요. 혹시 듀얼유심을 지원하는 폰을 사용중인 경우 유심의 위치를 바꿔서 다시 시도 부탁드리고요. 동일 현상이 지속될 경우 원활한 문제 해결을 위해 핀트 고객센터(1644-8880)로 연락 주시기 바랍니다.(평일 오전 9시~오후5시 상담 가능) 감사합니다.
7e92cc53-2c35-4869-8aa1-debf8456d048,핀트앱 때문에 cpu과부하된다고 알람 뜹니다. 배터리 많이 쓴만큼 돈이나 많이 벌어주면 좋겠는데... 앱 개선좀 하세요.,1,2022-06-20 15:38:51,"안녕하세요. 핀트 입니다. CPU과부하 알람 관련하여 문의 주셨는데요. 죄송스럽게도 동일현상이 발생하지 않아 원인 파악 및 조치방법에 대한 즉각적인 안내가 어렵습니다. 구체적인 내용(최신 버전으로 업데이트 후 발생하는지, 백그라운드 또는 포그라운드에서 이용 중 발생하는지 등) 파악이 필요한데요. 다소번거로우시더라도 동일 현상이 지속될 경우 핀트 고객센터(1644-8880)로 연락 주시면 추가 확인 후 안내 드리겠습니다. 감사합니다."
22a1e34f-3dbe-4148-9df5-6de39f760000,"전쟁으로 인한 하락장에서의 부정적인 시선이 컸지만 개인적으로 방어율이 생각보다 괜찮아보였고, 현 시점에서 다시 오름추세인듯하여 앞으로의 기대가 크네요. 200일 넘은 아직은 -초반이지만 버텨보렵니다. 응원합니다.",4,2022-03-30 13:19:23,"안녕하세요. 핀트 입니다. 핀트의 진가를 알아봐 주신는 것 같아 감사합니다. 연초 이후 금리인상, 인플레 우려 등으로 지수가 크게 하락하였으며 최근 우크라이나 전쟁 리스크 등으로 인해 변동성 큰 시장상황이 지속되고 있는데요. 핀트는 어려운 시장 상황에서도 주요 증시 하락 대비 상대적으로 하락률이 적은 상태로 방어를 하며 운용 되고 있습니다. 중장기적으로 포트폴리오를 구성하여 꾸준히 수익을 쌓아나가는 것을 목표로 하고 있는 만큼 조금 더 긴 안목으로 함께해 주신다면 좋은 성과로 보답 드릴 수 있도록 하겠습니다. 아직 마이너스의 수익률 속에서도 다른분들께 도움되는 좋은 리뷰에 감사 드립니다."
9509eb41-7677-4e4b-9aa9-8452882fba17,"대략 2년동안 했는데 그동안 수익이 최근에 들어서 원금 밑으로 내려가네요... 광고로 유저만 확보하는 것 같아서 안타깝습니다. 신규고객은 계속 마이너스이며, 기존 고객까지 수익이 마이너스가 계속되면 핀트 사용에 대해 다시 생각하게 됩니다. 위탁수수료로 AI보완부터 하세요. 현재 계속 마이너스 상황에 유명 연예인 광고로 호객행위는 밑 빠진 독에 물 붓기 입니다. 초심으로 돌아가서 AI가 열심히 일하도록 해주세요.",1,2022-01-27 18:15:50,"안녕하세요, 핀트 입니다. 2년이란 시간동안 핀트를 믿고 투자해 주셨는데 현재의 시장상황으로 인해 부진한 수익률을 보이고 있어 안타까운 마음입니다. 현재 아이작은 주식과 채권 하락 시그널에 대비는 하고 있으며, 위험자산의 비중은 다소 낮게 가져가고 있습니다. 다만, 연준의 긴축스탠스에 대한 우려는 자산가격에 어느정도 반영되어 있다 판단하여, 현재보다 더 보수적인 비중조절이나 현금확보 등의 방향이 반드시 필요하지는 않을 것으로 보고 있는데요. 다양한 금융 데이터를 분석하여 계속적으로 향후 방향에 대해 예측하여 운용하고 있는 점 참고 부탁드리고요. 고객님 남겨주신 의견 참고하여 조금 더 분발하도록 하겠습니다. 감사합니다."
68e2ab04-ea36-49a4-9213-651e34428cdc,"전쟁이라는 변수가 작용했다지만 약 5-6%가량이 떨어지는 동안 보유 종목이 크게 변하지 않음... 채권, 원자재 비중을 크게 가져가는 모습이라도 보이면 모르겠는데 선진국, 기술주 등 사더니 내려갔을 때 도로 판매... ㅡ.ㅡ 왠지 AI 아이작이 이용자들 투자금 갉아먹기 위해서 노력하는 것 같음...",3,2022-05-12 08:59:41,"안녕하세요. 핀트 입니다. 핀트를 믿고 투자해 주셨는데 수익률이 좋지 않아 안타까운 마음입니다. 남겨주신 리뷰만으로 고객님의 포트폴리오 현황을 자세히 살펴볼 수 없어 정확한 답변을 드리기가 어렵습니다. 현재 미국 연준의 공격적인 금리 인상, 인플레이션, 우크라이나 전쟁 리스크 등으로 인해 주요 증시가 크게 하락하였습니다. 다만 핀트는 어려운 시장 상황에서도 주요 증시 하락 대비 상대적으로 하락률이 적은 상태로 방어를 하며 운용 되고 있습니다. 손실로 인한 불안감과 걱정은 있으시겠지만 조금 더 긴 안목으로 함께해 주시기 바라며 관련하여 문의사항 있으시면 당사 고객센터(1644-8880)로 연락 부탁드립니다. 감사합니다."
